playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agents,agent
seph1roth,MITH,1.06,Pacific,vct-challengers,206.9,1.11,73%,138.1,0.74,0.22,0.09,0.09,38%,18%,"viper, sage, phoenix",viper
seph1roth,MITH,1.06,Pacific,vct-challengers,206.9,1.11,73%,138.1,0.74,0.22,0.09,0.09,38%,18%,"viper, sage, phoenix",sage
seph1roth,MITH,1.06,Pacific,vct-challengers,206.9,1.11,73%,138.1,0.74,0.22,0.09,0.09,38%,18%,"viper, sage, phoenix",phoenix
cgrs,MITH,1.06,Pacific,vct-challengers,199.8,1.1,76%,133.6,0.71,0.27,0.06,0.05,26%,21%,"cypher, fade, sova",cypher
cgrs,MITH,1.06,Pacific,vct-challengers,199.8,1.1,76%,133.6,0.71,0.27,0.06,0.05,26%,21%,"cypher, fade, sova",fade
cgrs,MITH,1.06,Pacific,vct-challengers,199.8,1.1,76%,133.6,0.71,0.27,0.06,0.05,26%,21%,"cypher, fade, sova",sova
STYRON,DSG,1.06,Pacific,vct-challengers,192.6,1.08,73%,127.9,0.68,0.31,0.07,0.06,27%,19%,"sova, skye, fade",sova
STYRON,DSG,1.06,Pacific,vct-challengers,192.6,1.08,73%,127.9,0.68,0.31,0.07,0.06,27%,19%,"sova, skye, fade",skye
STYRON,DSG,1.06,Pacific,vct-challengers,192.6,1.08,73%,127.9,0.68,0.31,0.07,0.06,27%,19%,"sova, skye, fade",fade
toggle,HB,1.06,Pacific,vct-challengers,247.7,1.05,62%,162.3,0.85,0.19,0.25,0.13,27%,17%,"raze, jett",raze
toggle,HB,1.06,Pacific,vct-challengers,247.7,1.05,62%,162.3,0.85,0.19,0.25,0.13,27%,17%,"raze, jett",jett
umaruchans,(+1),1.06,Pacific,vct-challengers,213.3,0.99,69%,144.7,0.76,0.2,0.08,0.06,35%,10%,"sage, gekko, killjoy",sage
umaruchans,(+1),1.06,Pacific,vct-challengers,213.3,0.99,69%,144.7,0.76,0.2,0.08,0.06,35%,10%,"sage, gekko, killjoy",gekko
umaruchans,(+1),1.06,Pacific,vct-challengers,213.3,0.99,69%,144.7,0.76,0.2,0.08,0.06,35%,10%,"sage, gekko, killjoy",killjoy
Kntz,MITH,1.06,Pacific,vct-challengers,186.5,1.08,75%,122.0,0.69,0.33,0.07,0.04,30%,17%,"harbor, astra, omen",harbor
Kntz,MITH,1.06,Pacific,vct-challengers,186.5,1.08,75%,122.0,0.69,0.33,0.07,0.04,30%,17%,"harbor, astra, omen",astra
Kntz,MITH,1.06,Pacific,vct-challengers,186.5,1.08,75%,122.0,0.69,0.33,0.07,0.04,30%,17%,"harbor, astra, omen",omen
Nexi,NAOS,1.05,Pacific,vct-challengers,197.5,1.07,76%,131.2,0.7,0.3,0.06,0.07,28%,9%,"killjoy, cypher, viper",killjoy
Nexi,NAOS,1.05,Pacific,vct-challengers,197.5,1.07,76%,131.2,0.7,0.3,0.06,0.07,28%,9%,"killjoy, cypher, viper",cypher
Nexi,NAOS,1.05,Pacific,vct-challengers,197.5,1.07,76%,131.2,0.7,0.3,0.06,0.07,28%,9%,"killjoy, cypher, viper",viper
JohnOlsen,FS,1.05,Pacific,vct-challengers,244.4,1.11,71%,161.7,0.84,0.2,0.2,0.17,27%,9%,"jett, raze, phoenix",jett
JohnOlsen,FS,1.05,Pacific,vct-challengers,244.4,1.11,71%,161.7,0.84,0.2,0.2,0.17,27%,9%,"jett, raze, phoenix",raze
JohnOlsen,FS,1.05,Pacific,vct-challengers,244.4,1.11,71%,161.7,0.84,0.2,0.2,0.17,27%,9%,"jett, raze, phoenix",phoenix
XyuS,586,1.05,Pacific,vct-challengers,225.0,1.16,69%,145.3,0.8,0.12,0.17,0.16,29%,7%,"raze, jett, neon",raze
XyuS,586,1.05,Pacific,vct-challengers,225.0,1.16,69%,145.3,0.8,0.12,0.17,0.16,29%,7%,"raze, jett, neon",jett
XyuS,586,1.05,Pacific,vct-challengers,225.0,1.16,69%,145.3,0.8,0.12,0.17,0.16,29%,7%,"raze, jett, neon",neon
niffy,SPE,1.05,Pacific,vct-challengers,227.9,1.04,68%,152.9,0.79,0.17,0.16,0.16,27%,15%,"jett, raze, reyna",jett
niffy,SPE,1.05,Pacific,vct-challengers,227.9,1.04,68%,152.9,0.79,0.17,0.16,0.16,27%,15%,"jett, raze, reyna",raze
niffy,SPE,1.05,Pacific,vct-challengers,227.9,1.04,68%,152.9,0.79,0.17,0.16,0.16,27%,15%,"jett, raze, reyna",reyna
Awei,132,1.05,Pacific,vct-challengers,208.3,0.98,70%,144.7,0.73,0.23,0.05,0.08,20%,33%,"cypher, sage, phoenix",cypher
Awei,132,1.05,Pacific,vct-challengers,208.3,0.98,70%,144.7,0.73,0.23,0.05,0.08,20%,33%,"cypher, sage, phoenix",sage
Awei,132,1.05,Pacific,vct-challengers,208.3,0.98,70%,144.7,0.73,0.23,0.05,0.08,20%,33%,"cypher, sage, phoenix",phoenix
ArPoom,NKT,1.05,Pacific,vct-challengers,202.2,1.02,71%,134.7,0.71,0.36,0.09,0.07,33%,23%,"viper, omen, brimstone",viper
ArPoom,NKT,1.05,Pacific,vct-challengers,202.2,1.02,71%,134.7,0.71,0.36,0.09,0.07,33%,23%,"viper, omen, brimstone",omen
ArPoom,NKT,1.05,Pacific,vct-challengers,202.2,1.02,71%,134.7,0.71,0.36,0.09,0.07,33%,23%,"viper, omen, brimstone",brimstone
aduka,NXGA,1.05,Pacific,vct-challengers,203.3,1.02,73%,133.6,0.71,0.29,0.1,0.1,26%,20%,"yoru, fade, killjoy",yoru
aduka,NXGA,1.05,Pacific,vct-challengers,203.3,1.02,73%,133.6,0.71,0.29,0.1,0.1,26%,20%,"yoru, fade, killjoy",fade
aduka,NXGA,1.05,Pacific,vct-challengers,203.3,1.02,73%,133.6,0.71,0.29,0.1,0.1,26%,20%,"yoru, fade, killjoy",killjoy
alfin,AVM,1.05,Pacific,vct-challengers,176.0,1.04,79%,113.5,0.71,0.47,0.05,0.08,18%,8%,omen,omen
Potter,XIA,1.05,Pacific,vct-challengers,238.4,1.07,68%,157.0,0.83,0.16,0.21,0.19,27%,20%,"jett, raze, chamber",jett
Potter,XIA,1.05,Pacific,vct-challengers,238.4,1.07,68%,157.0,0.83,0.16,0.21,0.19,27%,20%,"jett, raze, chamber",raze
Potter,XIA,1.05,Pacific,vct-challengers,238.4,1.07,68%,157.0,0.83,0.16,0.21,0.19,27%,20%,"jett, raze, chamber",chamber
Reverie,KZ,1.05,Pacific,vct-challengers,200.9,1.04,73%,136.3,0.71,0.3,0.06,0.05,30%,13%,"skye, sova, gekko",skye
Reverie,KZ,1.05,Pacific,vct-challengers,200.9,1.04,73%,136.3,0.71,0.3,0.06,0.05,30%,13%,"skye, sova, gekko",sova
Reverie,KZ,1.05,Pacific,vct-challengers,200.9,1.04,73%,136.3,0.71,0.3,0.06,0.05,30%,13%,"skye, sova, gekko",gekko
JayH,DSG,1.05,Pacific,vct-challengers,204.3,0.99,77%,130.0,0.68,0.44,0.05,0.09,25%,16%,"viper, kayo, breach",viper
JayH,DSG,1.05,Pacific,vct-challengers,204.3,0.99,77%,130.0,0.68,0.44,0.05,0.09,25%,16%,"viper, kayo, breach",kayo
JayH,DSG,1.05,Pacific,vct-challengers,204.3,0.99,77%,130.0,0.68,0.44,0.05,0.09,25%,16%,"viper, kayo, breach",breach
Hyzee,BAAM,1.05,Pacific,vct-challengers,213.3,1.05,75%,140.2,0.73,0.34,0.09,0.06,38%,15%,"omen, breach, gekko",omen
Hyzee,BAAM,1.05,Pacific,vct-challengers,213.3,1.05,75%,140.2,0.73,0.34,0.09,0.06,38%,15%,"omen, breach, gekko",breach
Hyzee,BAAM,1.05,Pacific,vct-challengers,213.3,1.05,75%,140.2,0.73,0.34,0.09,0.06,38%,15%,"omen, breach, gekko",gekko
garnetS,NKT,1.04,Pacific,vct-challengers,218.3,1.12,73%,142.3,0.75,0.14,0.19,0.14,30%,24%,"raze, jett, deadlock",raze
garnetS,NKT,1.04,Pacific,vct-challengers,218.3,1.12,73%,142.3,0.75,0.14,0.19,0.14,30%,24%,"raze, jett, deadlock",jett
garnetS,NKT,1.04,Pacific,vct-challengers,218.3,1.12,73%,142.3,0.75,0.14,0.19,0.14,30%,24%,"raze, jett, deadlock",deadlock
Madelyn,RRQ,1.04,Pacific,vct-challengers,190.3,1.01,71%,123.7,0.67,0.34,0.07,0.07,24%,13%,"omen, skye, sova",omen
Madelyn,RRQ,1.04,Pacific,vct-challengers,190.3,1.01,71%,123.7,0.67,0.34,0.07,0.07,24%,13%,"omen, skye, sova",skye
Madelyn,RRQ,1.04,Pacific,vct-challengers,190.3,1.01,71%,123.7,0.67,0.34,0.07,0.07,24%,13%,"omen, skye, sova",sova
NcSlasher,BME,1.04,Pacific,vct-challengers,203.2,1.05,78%,130.0,0.72,0.42,0.1,0.08,26%,16%,"skye, kayo, gekko",skye
NcSlasher,BME,1.04,Pacific,vct-challengers,203.2,1.05,78%,130.0,0.72,0.42,0.1,0.08,26%,16%,"skye, kayo, gekko",kayo
NcSlasher,BME,1.04,Pacific,vct-challengers,203.2,1.05,78%,130.0,0.72,0.42,0.1,0.08,26%,16%,"skye, kayo, gekko",gekko
ting2k5,FPT,1.04,Pacific,vct-challengers,197.8,1.14,69%,134.3,0.75,0.15,0.13,0.14,29%,15%,"cypher, yoru, jett",cypher
ting2k5,FPT,1.04,Pacific,vct-challengers,197.8,1.14,69%,134.3,0.75,0.15,0.13,0.14,29%,15%,"cypher, yoru, jett",yoru
ting2k5,FPT,1.04,Pacific,vct-challengers,197.8,1.14,69%,134.3,0.75,0.15,0.13,0.14,29%,15%,"cypher, yoru, jett",jett
rkz,IVY,1.04,Pacific,vct-challengers,190.3,1.01,68%,134.4,0.72,0.29,0.04,0.05,25%,24%,"omen, viper, cypher",omen
rkz,IVY,1.04,Pacific,vct-challengers,190.3,1.01,68%,134.4,0.72,0.29,0.04,0.05,25%,24%,"omen, viper, cypher",viper
rkz,IVY,1.04,Pacific,vct-challengers,190.3,1.01,68%,134.4,0.72,0.29,0.04,0.05,25%,24%,"omen, viper, cypher",cypher
adrnking,SZ,1.04,Pacific,vct-challengers,201.3,1.05,74%,135.1,0.73,0.26,0.09,0.08,32%,12%,"skye, killjoy, cypher",skye
adrnking,SZ,1.04,Pacific,vct-challengers,201.3,1.05,74%,135.1,0.73,0.26,0.09,0.08,32%,12%,"skye, killjoy, cypher",killjoy
adrnking,SZ,1.04,Pacific,vct-challengers,201.3,1.05,74%,135.1,0.73,0.26,0.09,0.08,32%,12%,"skye, killjoy, cypher",cypher
SFVV,ROA,1.04,Pacific,vct-challengers,220.5,1.06,88%,140.5,0.77,0.31,0.04,0.0,26%,20%,"sova, skye",sova
SFVV,ROA,1.04,Pacific,vct-challengers,220.5,1.06,88%,140.5,0.77,0.31,0.04,0.0,26%,20%,"sova, skye",skye
Harshhh,RGE,1.04,Pacific,vct-challengers,202.0,1.04,69%,134.0,0.72,0.29,0.1,0.06,26%,11%,"harbor, sova, omen",harbor
Harshhh,RGE,1.04,Pacific,vct-challengers,202.0,1.04,69%,134.0,0.72,0.29,0.1,0.06,26%,11%,"harbor, sova, omen",sova
Harshhh,RGE,1.04,Pacific,vct-challengers,202.0,1.04,69%,134.0,0.72,0.29,0.1,0.06,26%,11%,"harbor, sova, omen",omen
SkRossi,RVNT,1.04,Pacific,vct-challengers,208.4,1.07,71%,134.9,0.73,0.25,0.09,0.09,27%,10%,"sova, skye, chamber",sova
SkRossi,RVNT,1.04,Pacific,vct-challengers,208.4,1.07,71%,134.9,0.73,0.25,0.09,0.09,27%,10%,"sova, skye, chamber",skye
SkRossi,RVNT,1.04,Pacific,vct-challengers,208.4,1.07,71%,134.9,0.73,0.25,0.09,0.09,27%,10%,"sova, skye, chamber",chamber
tesseract,VLT,1.04,Pacific,vct-challengers,230.3,1.11,69%,147.8,0.79,0.24,0.13,0.1,28%,13%,"sova, gekko, fade",sova
tesseract,VLT,1.04,Pacific,vct-challengers,230.3,1.11,69%,147.8,0.79,0.24,0.13,0.1,28%,13%,"sova, gekko, fade",gekko
tesseract,VLT,1.04,Pacific,vct-challengers,230.3,1.11,69%,147.8,0.79,0.24,0.13,0.1,28%,13%,"sova, gekko, fade",fade
riyabtw,(+1),1.03,Pacific,vct-challengers,214.3,1.05,68%,142.2,0.75,0.19,0.12,0.15,28%,13%,"kayo, raze, jett",kayo
riyabtw,(+1),1.03,Pacific,vct-challengers,214.3,1.05,68%,142.2,0.75,0.19,0.12,0.15,28%,13%,"kayo, raze, jett",raze
riyabtw,(+1),1.03,Pacific,vct-challengers,214.3,1.05,68%,142.2,0.75,0.19,0.12,0.15,28%,13%,"kayo, raze, jett",jett
Laz,MITH,1.03,Pacific,vct-challengers,189.2,1.04,69%,129.9,0.68,0.23,0.1,0.09,28%,20%,"killjoy, chamber, cypher",killjoy
Laz,MITH,1.03,Pacific,vct-challengers,189.2,1.04,69%,129.9,0.68,0.23,0.1,0.09,28%,20%,"killjoy, chamber, cypher",chamber
Laz,MITH,1.03,Pacific,vct-challengers,189.2,1.04,69%,129.9,0.68,0.23,0.1,0.09,28%,20%,"killjoy, chamber, cypher",cypher
ZYND,ZOL,1.03,Pacific,vct-challengers,209.8,1.08,70%,137.7,0.77,0.19,0.15,0.11,28%,9%,"reyna, jett, viper",reyna
ZYND,ZOL,1.03,Pacific,vct-challengers,209.8,1.08,70%,137.7,0.77,0.19,0.15,0.11,28%,9%,"reyna, jett, viper",jett
ZYND,ZOL,1.03,Pacific,vct-challengers,209.8,1.08,70%,137.7,0.77,0.19,0.15,0.11,28%,9%,"reyna, jett, viper",viper
Kylee,ARF,1.03,Pacific,vct-challengers,208.8,1.06,70%,138.4,0.74,0.21,0.11,0.09,44%,13%,"cypher, viper, killjoy",cypher
Kylee,ARF,1.03,Pacific,vct-challengers,208.8,1.06,70%,138.4,0.74,0.21,0.11,0.09,44%,13%,"cypher, viper, killjoy",viper
Kylee,ARF,1.03,Pacific,vct-challengers,208.8,1.06,70%,138.4,0.74,0.21,0.11,0.09,44%,13%,"cypher, viper, killjoy",killjoy
SecondLove,APH,1.03,Pacific,vct-challengers,200.5,0.98,67%,139.7,0.71,0.23,0.06,0.08,28%,14%,"killjoy, harbor, cypher",killjoy
SecondLove,APH,1.03,Pacific,vct-challengers,200.5,0.98,67%,139.7,0.71,0.23,0.06,0.08,28%,14%,"killjoy, harbor, cypher",harbor
SecondLove,APH,1.03,Pacific,vct-challengers,200.5,0.98,67%,139.7,0.71,0.23,0.06,0.08,28%,14%,"killjoy, harbor, cypher",cypher
Nythan,ARF,1.03,Pacific,vct-challengers,197.5,1.01,73%,130.3,0.71,0.33,0.07,0.08,29%,21%,"skye, sage, sova",skye
Nythan,ARF,1.03,Pacific,vct-challengers,197.5,1.01,73%,130.3,0.71,0.33,0.07,0.08,29%,21%,"skye, sage, sova",sage
Nythan,ARF,1.03,Pacific,vct-challengers,197.5,1.01,73%,130.3,0.71,0.33,0.07,0.08,29%,21%,"skye, sage, sova",sova
Kevzii,ZOL,1.03,Pacific,vct-challengers,189.2,1.01,72%,129.2,0.68,0.34,0.08,0.06,30%,16%,"viper, omen, sova",viper
Kevzii,ZOL,1.03,Pacific,vct-challengers,189.2,1.01,72%,129.2,0.68,0.34,0.08,0.06,30%,16%,"viper, omen, sova",omen
Kevzii,ZOL,1.03,Pacific,vct-challengers,189.2,1.01,72%,129.2,0.68,0.34,0.08,0.06,30%,16%,"viper, omen, sova",sova
Jefz,CNL,1.03,Pacific,vct-challengers,224.1,1.0,71%,151.1,0.77,0.22,0.17,0.2,13%,24%,"raze, jett",raze
Jefz,CNL,1.03,Pacific,vct-challengers,224.1,1.0,71%,151.1,0.77,0.22,0.17,0.2,13%,24%,"raze, jett",jett
ValdyN,AE,1.03,Pacific,vct-challengers,198.8,1.02,74%,130.4,0.71,0.36,0.09,0.09,30%,13%,"jett, reyna, skye",jett
ValdyN,AE,1.03,Pacific,vct-challengers,198.8,1.02,74%,130.4,0.71,0.36,0.09,0.09,30%,13%,"jett, reyna, skye",reyna
ValdyN,AE,1.03,Pacific,vct-challengers,198.8,1.02,74%,130.4,0.71,0.36,0.09,0.09,30%,13%,"jett, reyna, skye",skye
Uyen,CW,1.03,Pacific,vct-challengers,209.0,0.99,72%,143.4,0.73,0.29,0.12,0.1,24%,16%,"gekko, sova, viper",gekko
Uyen,CW,1.03,Pacific,vct-challengers,209.0,0.99,72%,143.4,0.73,0.29,0.12,0.1,24%,16%,"gekko, sova, viper",sova
Uyen,CW,1.03,Pacific,vct-challengers,209.0,0.99,72%,143.4,0.73,0.29,0.12,0.1,24%,16%,"gekko, sova, viper",viper
Ginola,Bibl,1.02,Pacific,vct-challengers,209.7,1.06,74%,133.8,0.74,0.16,0.1,0.09,28%,,"killjoy, cypher",killjoy
Ginola,Bibl,1.02,Pacific,vct-challengers,209.7,1.06,74%,133.8,0.74,0.16,0.1,0.09,28%,,"killjoy, cypher",cypher
pudj,ELV,1.02,Pacific,vct-challengers,188.7,1.01,72%,128.9,0.68,0.29,0.06,0.09,25%,17%,"omen, viper, killjoy",omen
pudj,ELV,1.02,Pacific,vct-challengers,188.7,1.01,72%,128.9,0.68,0.29,0.06,0.09,25%,17%,"omen, viper, killjoy",viper
pudj,ELV,1.02,Pacific,vct-challengers,188.7,1.01,72%,128.9,0.68,0.29,0.06,0.09,25%,17%,"omen, viper, killjoy",killjoy
mika,BTR,1.02,Pacific,vct-challengers,194.4,0.93,70%,127.6,0.67,0.33,0.08,0.06,27%,13%,"reyna, killjoy, omen",reyna
mika,BTR,1.02,Pacific,vct-challengers,194.4,0.93,70%,127.6,0.67,0.33,0.08,0.06,27%,13%,"reyna, killjoy, omen",killjoy
mika,BTR,1.02,Pacific,vct-challengers,194.4,0.93,70%,127.6,0.67,0.33,0.08,0.06,27%,13%,"reyna, killjoy, omen",omen
hellff,OGS,1.02,Pacific,vct-challengers,200.9,1.01,71%,131.1,0.69,0.3,0.08,0.07,29%,13%,"breach, sova, gekko",breach
hellff,OGS,1.02,Pacific,vct-challengers,200.9,1.01,71%,131.1,0.69,0.3,0.08,0.07,29%,13%,"breach, sova, gekko",sova
hellff,OGS,1.02,Pacific,vct-challengers,200.9,1.01,71%,131.1,0.69,0.3,0.08,0.07,29%,13%,"breach, sova, gekko",gekko
SHINSEI,KZ,1.02,Pacific,vct-challengers,243.7,1.1,65%,160.5,0.88,0.14,0.22,0.22,31%,11%,"jett, reyna, cypher",jett
SHINSEI,KZ,1.02,Pacific,vct-challengers,243.7,1.1,65%,160.5,0.88,0.14,0.22,0.22,31%,11%,"jett, reyna, cypher",reyna
SHINSEI,KZ,1.02,Pacific,vct-challengers,243.7,1.1,65%,160.5,0.88,0.14,0.22,0.22,31%,11%,"jett, reyna, cypher",cypher
Daicute,TDE,1.02,Pacific,vct-challengers,211.3,1.03,66%,134.4,0.72,0.17,0.11,0.07,24%,12%,"killjoy, cypher",killjoy
Daicute,TDE,1.02,Pacific,vct-challengers,211.3,1.03,66%,134.4,0.72,0.17,0.11,0.07,24%,12%,"killjoy, cypher",cypher
Enzyy,63,1.02,Pacific,vct-challengers,218.7,1.04,60%,134.2,0.83,0.06,0.13,0.13,23%,17%,"raze, iso",raze
Enzyy,63,1.02,Pacific,vct-challengers,218.7,1.04,60%,134.2,0.83,0.06,0.13,0.13,23%,17%,"raze, iso",iso
DxN,KZ,1.02,Pacific,vct-challengers,222.0,0.81,75%,147.6,0.65,0.2,0.15,0.1,21%,,jett,jett
socools0da,THA,1.02,Pacific,vct-challengers,203.1,1.03,72%,133.8,0.73,0.31,0.08,0.1,34%,16%,"sova, fade, skye",sova
socools0da,THA,1.02,Pacific,vct-challengers,203.1,1.03,72%,133.8,0.73,0.31,0.08,0.1,34%,16%,"sova, fade, skye",fade
socools0da,THA,1.02,Pacific,vct-challengers,203.1,1.03,72%,133.8,0.73,0.31,0.08,0.1,34%,16%,"sova, fade, skye",skye
frostmind,BTR,1.02,Pacific,vct-challengers,184.9,1.02,70%,130.6,0.68,0.19,0.06,0.06,34%,16%,"killjoy, cypher, viper",killjoy
frostmind,BTR,1.02,Pacific,vct-challengers,184.9,1.02,70%,130.6,0.68,0.19,0.06,0.06,34%,16%,"killjoy, cypher, viper",cypher
frostmind,BTR,1.02,Pacific,vct-challengers,184.9,1.02,70%,130.6,0.68,0.19,0.06,0.06,34%,16%,"killjoy, cypher, viper",viper
karam1l,NES,1.02,Pacific,vct-challengers,209.6,1.03,68%,144.1,0.74,0.18,0.12,0.1,36%,7%,"killjoy, viper, cypher",killjoy
karam1l,NES,1.02,Pacific,vct-challengers,209.6,1.03,68%,144.1,0.74,0.18,0.12,0.1,36%,7%,"killjoy, viper, cypher",viper
karam1l,NES,1.02,Pacific,vct-challengers,209.6,1.03,68%,144.1,0.74,0.18,0.12,0.1,36%,7%,"killjoy, viper, cypher",cypher
Eeyore,AE,1.02,Pacific,vct-challengers,215.9,1.0,66%,144.2,0.74,0.25,0.07,0.1,25%,16%,"killjoy, cypher, omen",killjoy
Eeyore,AE,1.02,Pacific,vct-challengers,215.9,1.0,66%,144.2,0.74,0.25,0.07,0.1,25%,16%,"killjoy, cypher, omen",cypher
Eeyore,AE,1.02,Pacific,vct-challengers,215.9,1.0,66%,144.2,0.74,0.25,0.07,0.1,25%,16%,"killjoy, cypher, omen",omen
Yanagi,Balb,1.02,Pacific,vct-challengers,235.0,1.0,79%,148.8,0.79,0.43,0.14,0.07,19%,,viper,viper
blurred,GEEK,1.02,Pacific,vct-challengers,203.7,1.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%,"cypher, killjoy, breach",cypher
blurred,GEEK,1.02,Pacific,vct-challengers,203.7,1.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%,"cypher, killjoy, breach",killjoy
blurred,GEEK,1.02,Pacific,vct-challengers,203.7,1.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%,"cypher, killjoy, breach",breach
Rainnzyx,65,1.02,Pacific,vct-challengers,208.3,1.02,65%,144.8,0.77,0.17,0.06,0.14,31%,,"omen, viper, killjoy",omen
Rainnzyx,65,1.02,Pacific,vct-challengers,208.3,1.02,65%,144.8,0.77,0.17,0.06,0.14,31%,,"omen, viper, killjoy",viper
Rainnzyx,65,1.02,Pacific,vct-challengers,208.3,1.02,65%,144.8,0.77,0.17,0.06,0.14,31%,,"omen, viper, killjoy",killjoy
Rainy,CBT,1.01,Pacific,vct-challengers,180.2,0.99,73%,118.8,0.64,0.34,0.08,0.06,28%,9%,"omen, cypher, sage",omen
Rainy,CBT,1.01,Pacific,vct-challengers,180.2,0.99,73%,118.8,0.64,0.34,0.08,0.06,28%,9%,"omen, cypher, sage",cypher
Rainy,CBT,1.01,Pacific,vct-challengers,180.2,0.99,73%,118.8,0.64,0.34,0.08,0.06,28%,9%,"omen, cypher, sage",sage
par,scofield,1.01,Pacific,vct-challengers,220.8,1.0,65%,151.8,0.78,0.18,0.17,0.16,27%,19%,"reyna, raze, jett",reyna
par,scofield,1.01,Pacific,vct-challengers,220.8,1.0,65%,151.8,0.78,0.18,0.17,0.16,27%,19%,"reyna, raze, jett",raze
par,scofield,1.01,Pacific,vct-challengers,220.8,1.0,65%,151.8,0.78,0.18,0.17,0.16,27%,19%,"reyna, raze, jett",jett
Dignified,(+2),1.01,Pacific,vct-challengers,191.2,0.94,70%,128.4,0.69,0.36,0.07,0.05,41%,10%,"skye, kayo, gekko",skye
Dignified,(+2),1.01,Pacific,vct-challengers,191.2,0.94,70%,128.4,0.69,0.36,0.07,0.05,41%,10%,"skye, kayo, gekko",kayo
Dignified,(+2),1.01,Pacific,vct-challengers,191.2,0.94,70%,128.4,0.69,0.36,0.07,0.05,41%,10%,"skye, kayo, gekko",gekko
Nasty,453,1.01,Pacific,vct-challengers,220.3,1.02,66%,141.3,0.78,0.1,0.19,0.16,27%,14%,"jett, raze, cypher",jett
Nasty,453,1.01,Pacific,vct-challengers,220.3,1.02,66%,141.3,0.78,0.1,0.19,0.16,27%,14%,"jett, raze, cypher",raze
Nasty,453,1.01,Pacific,vct-challengers,220.3,1.02,66%,141.3,0.78,0.1,0.19,0.16,27%,14%,"jett, raze, cypher",cypher
Hitman,40,1.01,Pacific,vct-challengers,219.0,0.97,63%,144.4,0.78,0.28,0.0,0.03,30%,33%,"breach, kayo",breach
Hitman,40,1.01,Pacific,vct-challengers,219.0,0.97,63%,144.4,0.78,0.28,0.0,0.03,30%,33%,"breach, kayo",kayo
Magician,55,1.01,Pacific,vct-challengers,197.3,1.03,60%,127.2,0.75,0.09,0.11,0.09,40%,,"cypher, deadlock",cypher
Magician,55,1.01,Pacific,vct-challengers,197.3,1.03,60%,127.2,0.75,0.09,0.11,0.09,40%,,"cypher, deadlock",deadlock
Riza,U5,1.01,Pacific,vct-challengers,204.3,1.01,70%,131.7,0.72,0.28,0.07,0.08,27%,12%,"skye, fade, sova",skye
Riza,U5,1.01,Pacific,vct-challengers,204.3,1.01,70%,131.7,0.72,0.28,0.07,0.08,27%,12%,"skye, fade, sova",fade
Riza,U5,1.01,Pacific,vct-challengers,204.3,1.01,70%,131.7,0.72,0.28,0.07,0.08,27%,12%,"skye, fade, sova",sova
Hoax,OGS,1.01,Pacific,vct-challengers,180.0,0.98,75%,119.0,0.64,0.39,0.06,0.06,24%,13%,"viper, sage, breach",viper
Hoax,OGS,1.01,Pacific,vct-challengers,180.0,0.98,75%,119.0,0.64,0.39,0.06,0.06,24%,13%,"viper, sage, breach",sage
Hoax,OGS,1.01,Pacific,vct-challengers,180.0,0.98,75%,119.0,0.64,0.39,0.06,0.06,24%,13%,"viper, sage, breach",breach
B1ngXun,287,1.01,Pacific,vct-challengers,198.6,1.02,67%,136.1,0.7,0.21,0.06,0.09,34%,17%,"killjoy, cypher",killjoy
B1ngXun,287,1.01,Pacific,vct-challengers,198.6,1.02,67%,136.1,0.7,0.21,0.06,0.09,34%,17%,"killjoy, cypher",cypher
Kibojn,MDL,1.01,Pacific,vct-challengers,177.9,0.94,72%,115.7,0.63,0.36,0.04,0.04,31%,14%,"breach, sage, kayo",breach
Kibojn,MDL,1.01,Pacific,vct-challengers,177.9,0.94,72%,115.7,0.63,0.36,0.04,0.04,31%,14%,"breach, sage, kayo",sage
Kibojn,MDL,1.01,Pacific,vct-challengers,177.9,0.94,72%,115.7,0.63,0.36,0.04,0.04,31%,14%,"breach, sage, kayo",kayo
sayoo,VLT,1.01,Pacific,vct-challengers,201.8,1.01,70%,134.2,0.71,0.21,0.11,0.1,29%,16%,"raze, viper, cypher",raze
sayoo,VLT,1.01,Pacific,vct-challengers,201.8,1.01,70%,134.2,0.71,0.21,0.11,0.1,29%,16%,"raze, viper, cypher",viper
sayoo,VLT,1.01,Pacific,vct-challengers,201.8,1.01,70%,134.2,0.71,0.21,0.11,0.1,29%,16%,"raze, viper, cypher",cypher
k1ngkappa,BSTR,1.0,Pacific,vct-challengers,216.4,1.01,68%,143.6,0.76,0.22,0.14,0.13,29%,14%,"jett, reyna, yoru",jett
k1ngkappa,BSTR,1.0,Pacific,vct-challengers,216.4,1.01,68%,143.6,0.76,0.22,0.14,0.13,29%,14%,"jett, reyna, yoru",reyna
k1ngkappa,BSTR,1.0,Pacific,vct-challengers,216.4,1.01,68%,143.6,0.76,0.22,0.14,0.13,29%,14%,"jett, reyna, yoru",yoru
LoyDreaM,GLAB,1.0,Pacific,vct-challengers,215.2,0.97,69%,142.8,0.75,0.26,0.1,0.11,21%,15%,"jett, cypher, breach",jett
